Index,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,292
0,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
52,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
62,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
72,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
82,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
92,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
102,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
112,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
122,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
132,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
142,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
152,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
162,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
172,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
182,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
192,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
202,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
212,5659073.933,5956756.432,6972210.32,9180061.428,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
222,2924547.336,3059577.822,3513577.707,4470930.618,6416222.74,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
232,1565629.509,1629227.039,1840393.809,2274098.501,3118111.161,4858555.856,8945702.514,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
242,865774.6733,896771.1956,998574.6297,1202939.605,1586141.877,2333488.033,3950132.499,8093132.659,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
252,493306.5122,508892.921,559597.7472,659376.4836,840546.3154,1177388.247,1857272.283,3431700.991,7932662.54,10000000,10000000,10000000,10000000,10000000,10000000,10000000
262,288966.7087,297031.1037,323046.2999,373353.0765,462169.8524,620627.299,922128.8482,1563652.449,3182284.729,8480371.987,10000000,10000000,10000000,10000000,10000000,10000000
272,173652.7396,177935.7053,191650.0633,217764.8658,262751.0079,340181.3778,480223.1757,757622.1849,1389009.342,3158682.69,10000000,10000000,10000000,10000000,10000000,10000000
282,106804.7125,109134.6031,116546.0787,130467.8846,153936.0916,193080.9939,260835.402,387090.0588,650725.1334,1302235.576,3380750.278,10000000,10000000,10000000,10000000,10000000
292,66938.8281,68234.08535,72330.37594,79932.71431,92505.73019,112907.7962,146895.7339,206984.5224,323627.5241,583415.5285,1292837.667,3955547.657,10000000,10000000,10000000,10000000
